split,genre,path,transcript
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_018.wav," Steamboat Pilot and the inventor of the board game, Memory Builder. J.P. Mark Twain? Mark Twain, that is correct. Mark Twain, 2002 film. In 1884, P.T. Barnum marched 21 elephants, including his most famous elephant, Jembo, to cross this structure, to prove its stability to an anxious public. Alyssa. The Brooklyn Bridge. The Brooklyn Bridge, correct. 1981 film, Ken Burns's directorial debut. The first of these federally protected areas was created in Wyoming in 1872, the most recent one in West Virginia in 2020. Hi, buh!"
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_019.wav," the nature documentary. There's something that maybe is more sort of anodine than a history documentary. It's a nature documentary. But now we have reached the stage where we have the sickest cameras ever invented and you can just go places you never were able to go to before. Yeah. And probably like, you know, certainly for me, like my first experience of documentary was that, you know, we get to watch a movie day in school. There would be something where I didn't like an otter is trying to escape from a wolf and it has a voice. You know, there's this like, you know, really like Disney type documentaries. I will admit in the right mood to being a sucker for this sort of thing like."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_020.wav," Oh shut up! Stream Britbox's original series based on best selling novels, including Lindley and a new season of Karen Perry. Smachi Smachi Breaky Breaky? It's all a bit warmer with Britbox. See holidays differently when you stream the best of British TV with Britbox. No, it's not too soon to start holiday shopping. Ultibuty's early Black Friday event is happening now through November 22nd. Shop $10 beauty minis from Brands Like Mac and Too Faced. Like 30% off longcomb and touchland fragrances and body mist. With new offers dropping every week, our associates can help you find the perfect gifts. Head into Ultibuty today to shop our early Black Friday event. Ultibuty"
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_021.wav," most recent common ancestor, Kist. And we think that Kissing probably evolved around 21.5 million years ago in the large apes. In this research, scientists found behaviour that matched their scientific definition of Kissing in wolves, prairie dogs, polar bears, very sloppy, by the way, lots of tongue, and even albatrosses. The same study also concluded that Neanderthals are closest ancient human relatives that died out around 40,000 years ago, also Kist. Given that we know Neanderthals probably Kiss, that obviously doesn't mean that they Kist humans. But what we've just suggested in the paper is that given that most humans of non-Aff."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_022.wav," way we work. And these companies, and this is classic Silicon Valley, see much bigger transformations on the horizon. These are people executives, these titans of industry are looking not just at what is possible today, but what they think this technology will do in the future. And the idea is that that future, it's going to be really expensive to build. Well, fundamentally, this technology is expensive to build. It's a mind-boggling amount of money, even for people who have spent decades in the tech industry."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_023.wav," We already talked a little bit about how the ground that we are seeding to China seems antithetical to the idea of bringing manufacturing back to the United States, which has been a stated policy of the current Trump administration. It also feels like we are seeding a lot of future ground. The future of AI seems like it could be a future where a lot of people who have certain jobs now do not have those jobs in the future. And so I wonder if we are also kind of compromising future manufacturing jobs in a way that feels a bit reminiscent of what we saw happen after NAFTA, right? Like it feels like we have seen this movie before and I wonder whether we are repeating some of the..."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_024.wav," attitude really gets sparked in the United States. As we see high levels of immigration coming into this country, in the early 1900s is when we're really seeing that come to fruition. And then you see an attempt to make everyone have a real stake. The ownership society becomes something people really, really care about. And you know, it becomes psychologically and legally codified in the United States is self-conception of what it means to be a good upstanding citizen is that you own your house, you have this white picket fence and you live in a place where the land is yours. Yeah, I want to get into that social aspect of it. You know, like you said, pardon me, those of..."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_025.wav," job was to really implement a community focus program. And so what I mean by that, we would sort of employ local women that would go to communities after communities, screen children if they're malnourished, if they find a malnourished child, they would then refer them to the closest treatment center. So how did the clinic keep going? In the weeks after the cuts, a small group of former USAID staff formed a volunteer initiative called Project Resource Optimization or PRO. They sifted through more than 20,000 cancelled USAID projects, narrowing them down to 79 that were the most cost effective."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_026.wav," November 20th. Okay, it seems like the conversation on Wall Street among investors in Silicon Valley, even in Washington these days has gone from whether we're in an AI bubble to the general sense that yes, we probably are in some sort of a bubble. And yet the companies that you cover from your purchase in Silicon Valley, they're continuing to spend huge amounts of cash on this. So explain to us, what is their justification for spending all this money? Well, three years after the arrival of chat GPT, the OpenAI chatbot that really..."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_027.wav, particularly since your wages are probably going up by that much or more. So life feels about as affordable as it did a year before or two years before or five years before. What's different recently is that we did have this very sudden surge in inflation in the several years following the pandemic. And so the lower prices that people had recently experienced were still very fresh in people's memories. You remember President Biden telling us that the economy was great. We had the strongest economy in the world. Let me say it again.
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_028.wav," presented. The biggest space is occupied by China. And there are Chinese flags and there are pictures of President Xi and they're handing out his books and handing out Chinese souvenirs. And there was so much demand most of the day that there were literally lines of people waiting to get in and hear what the Chinese had to say and a lot of what they were talking about with their renewable energy policies. Which is really interesting because China is, I believe, the biggest polluter on earth. It sure is. It is, right? So obviously they've been a push for China to get into renewable energy for years now. That's not new. But it does seem striking that China would..."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_029.wav," we think about the present, we agree, you know, this stuff happened in the past and it happened for, you know, probably these reasons and this is where we came from. And that is, you know, that it's gotten increasingly contentious over times. I also think that a lot of his documentaries, they're really about more than the subject. And to me, this is the thing that I come to documentaries for. Like, you know, I'm not just trying to get like a Wikipedia download of information. I want you to be a take and idea. His National Parks documentary, I remember writing about when it came out somewhere, it was like around the beginning of the Obama."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_030.wav," Oh shut up! Stream Britbox's original series based on best selling novels, including Lindley and a new season of Karen Perry. Smachi Smachi Breaky Breaky? It's all a bit warmer with Britbox. See holidays differently when you stream the best of British TV with Britbox. No, it's not too soon to start holiday shopping. Ultibuty's early Black Friday event is happening now through November 22nd. Shop $10 beauty minis from Brands Like Mac and Too Faced. Like 30% off longcomb and touchland fragrances and body mist. With new offers dropping every week, our associates can help you find the perfect gifts. Head into Ultibuty today to shop our early Black Friday event. Ultibuty"
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_031.wav," They are all making the case that this spending makes sense. The poster trial of this attitude is Sam Altman, CEO of OpenAI. There are not many times that I want to be a public company, but one of the rare times it's appealing is when those people are writing these ridiculous OpenAI is about to go out of business and whatever. I would love to tell them they could just short the stock and I would love to see them get burned on that. He has told the rest of the world to bet against his company at their own risk and he continues to flaunt the company's spending. He and the rest of the industry are all in."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_032.wav," a lower cartel. And well today we heard details of new charges against him. Yeah, the big one being that he orchestrated the killing of a witness just last year using a fake news website. So the accusation is that Ryan Wedding wanted to track down a witness who was due to testify against him and put a bounty on his head. So he paid a website thousands of dollars to post pictures of the witness online in a bid to track him down. Here is the US Attorney General, Pam Bondi. The witness was gunned down in a restaurant in Medellin before he could testify against Wedding. Today, we're unsealing a new indictment, charging Wedding with two-"
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_033.wav," not to mention institutional cash. Remember big money helped the price of the Elders cryptocurrency hit that record high. So what's changed? Well there are concerns over the Fed's next move. Lower interest rates had helped boost the price of cryptocurrencies, but traders are no longer sure that the Fed will cut interest rates in December. And that makes investing in traditional markets well a little more exciting and less risky. Investors also appear to have lost faith in Donald Trump's attempts to position the United States as the crypto capital of the world. Plus those professional investors, well they've grown more cautious with cash."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_034.wav," members of Congress? No. Let's be clear about what the President is responding to, because many in this room want to talk about the President's response, but not what brought the President to responding in this way. You have sitting members of the United States Congress, who conspired together to orchestrate a video, message to members of the United States military, to active duty service members, to members of the National Security apparatus, encouraging them to defy the President's lawful orders. Caroline Levit. Schools are closed in Nigeria's western..."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_035.wav," so much kind of pussy footing and meaty melting around that has been going on in writing. It seems for the last sort of 10 years that now you can just really have fun. And I can have fun anyway, and I'm trying to. Mm-hmm. As you mentioned, these descriptions come from your substack, Fresh Hell. But before you were on substack, you were the original queen of Condenast. You became the editor of Vanity Fair at 30 in 1984, which is very sobering for those of us who did not get to such agust heights so young. And then of course, you went on to run the New Yorker. There's a lot of nostalgia for that era now. There's books, articles, podcasts."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_036.wav," state and five other areas after gunmen attacked a church on Tuesday. On Monday, more than 20 girls were abducted from a boarding school in Kebbi State to the north. The heightened concerns over insecurity in Nigeria come amid claims by President Trump that Christians are being persecuted there. The BBC's Chris Awaka has been monitoring the story. Gunmen in large numbers invaded government girls' comprehensive secondary school. The fired sporadic shots went to the dormitory and abducted 25 students."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_037.wav," father will have no chance to survive and he was alright. And you were able to visit him weren't you briefly at Nuremberg? Shortly before the verdict came out we got invitation to visit him and we all drove to Nuremberg knowing that this will be our last visit and he will be anged. I was sitting behind the window talking to him of my mother's lap and he was smiling in laughing and telling me, Niki we will soon celebrate Christmas and we will have much fun and I was on my mother's lap thinking and I swear."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_038.wav," You can find him writing at Vox.com. Today's show was produced by Danielle Huet and edited by Amina El-Sati and Miranda Kennedy. It was fact-checked by Heidi Muagdi and Melissa Hirsch and our engineers are Patrick Boyd and Adrian Lilly. The rest of the team, of a shy artsy Miles Bryan, Peter Bellanon-Rosen, Kelly Wesinger, Ariana Aspoudou, Sean Rommes-Firm, a stead-herndon and Joly Myers. We use music by Breakmaster Cylinder. Today explained is distributed by WNYC and the show is a part of the Vox Media Podcast Network. Vox Media.com for more Vox.com slash members for membership sale. Vox is on Patreon now. If you join us on Patreon, you can check out the Docket. It's a new video series that takes you in."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_039.wav," pulled a brilliant, brilliant way to getting to the World Cup. Really good to see them do this. Yes, and the reason the Curses not been able to go to Haiti is because of the all-for-violent situation there. Scotland haven't made it to the tournament for nearly 30 years, but that change, when they beat Denmark, also it's going to be a massive deal for Scotland too, isn't it? Oh, yeah, big deal for Scotland. Remember, the two of those opportunities they made to the World Cup, or those World Cup qualifications in the role, they were actually bigger there because England failed to make it to 1974 and 1978, so that long wheat has been particularly tough for the Scots, but this was really good at the way they managed to win this game against Denmark and the..."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_040.wav, Luxe a pro and I have so much mental bandwidth 24 7 now and I'm just like locked in geeked up That's my PSA about my mental health and taking anti depressants for today More young people than ever before are taking a class of anti-depressants called SSRIs and this fact has drawn the attention of the public health Establishment Mr. Kennedy do you think that people who take anti-depressants are dangerous? I I'm not coming up on today explaining how anti-depressants got political
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_041.wav," for that. But the fact that you fuse together Philippines fears of China, the sort of mystery about history with the fact that they're trying to crack down on this massive scam business in the Philippines and making some progress. But obviously in other places like Myanmar and Cambodia, it still thrives. Jonathan Head. Now to Australia, we're a social media ban for young people under the age of 16 is due to coming to force in the second week of December. Hundreds of thousands of teenagers who use Instagram, Facebook and threads have been warned that their accounts will start being deactivated from now until then. While the ban is popular with many parents, some under 16s are perhaps…"
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_042.wav," Gifting happens here. This is the Global News Podcast from the BBC World Service. I'm Janet Jalil and at 16 hours GMT on Tuesday the 18th of November these are our main stories. Britain's Security Service warns politicians that Chinese spies are carrying out a relentless campaign to influence and interfere with their work. As Anger grows in the Philippines about alleged corruption that led to inadequate flood defenses, prosecutors file charges."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_043.wav," not part of the peace process in any sense if there is a process. Jonathan Beale in Kiev. Well, as we just touched on, NATO is extremely concerned about the risk Moscow poses to offshore infrastructure following the recent sabotage of several undersea telecom and power cables. Now Britain has reported that a Russian ship operating on the edge of the UK's territorial waters has directed lasers at Air Force pilots sent to monitor its activities. The British Defence Secretary John Healey said the ship, the Yanta, was designed to gather intelligence and map undersea cables. Our UK political correspondent Ben Wright is following the story."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_044.wav," to the TV streaming content wars that of course propel all of this more broadly. When it's less more. South Africa has already come up with an interesting answer to that. Its men's team won't play a long-form test match in South Africa for the next 18 months. For Dost Munda, Southern Africa correspondent for the website ESPN Crickinpo, explain more. Hosting test cricket is really expensive. It can cost hundreds of thousands of dollars, which is a massive amount of money. You're paying for hotel accommodation, flights for the opposition team, the actual facility, and then all the costs that come with the broadcast and hosting and so on. Of course you do get broadcast fees. But the South African reality is that they..."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_045.wav," even to just be glad of that. I'm sort of very glad of it. What do you think happens next? I think we're underestimating the power of humanity. And I sort of think that's what the Mamdani showed. I mean, we've tended all to think this is the inevitable direction. You know, the AI, Uber barons, etc., dictate how we're all going to live and then we'll inherit the earth. Everybody else is a kind of a peasant. You know, that all of these things have become a very depressing. We all end up as like drones and slaves to our technology. Exactly. We're all just going to be drones and slaves. And I think that we will be to a certain extent. But I kind of also begin to think that maybe humanity..."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_046.wav," that comes careening at you. And you don't know where to find the good stuff. I think that's the biggest problem of our time, is that there's brilliant writing out there. I mean, I see it all the time. But finding it is like the needle in the haystack. It's like, I'm always feeling what have I missed? What have I missed? Because somebody will say, oh, did you read that in great pieces? Like, where? I thought I've got like a thousand substack, you know, things I'm reading social media, I'm reading the old God stuff, but my head is exploding. There is nobody who can actually tell you very few, anyway, that can corral the good stuff for you. And tell you this is needed. And I personally miss it very much. And I think other people miss it. They're exhausted, you know."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_047.wav," place generates across the political spectrum in Spain. I wonder if there were any guests who refused to come to Wana and Adrian's wedding. No, my friends and not too many of them are into politics. And they all understood that they were not coming to something political. They were coming to my wedding and they wanted to be with me. So they want to build some kind of museum or some kind of structure here to tell the story of the valley. What do you think about those plans? If the plans of the government are going to improve this place, then I would agree. But if they're going to build a museum that explains..."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_048.wav," But above all, he revealed just how desperate he is to lower prices for consumers and how willing he is to embrace radical solutions to do so. It's Monday, November 17th. Democrats had a clean sweep around the country on Tuesday. That was a resounding demand for relief from the rising cost of living in an off-year election."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_049.wav," and New York was exceptionally clear. The country is unaffordable. People's groceries bills are still high. They're still dealing with inflation. They're suffering. Focus on domestic policy and on making people's lives better. Everyone embraced that message. Except our energy costs are way down. Our groceries are way down. Everything is way down. For President Trump. So I don't want to hear about the affordability because who initially dismissed it much to the consternation of his fellow Republicans. The president says there's virtually no inflation and that grocery prices are going down. Do you agree with him on that? No, I go to the grocery."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_050.wav," House to release the Epstein files. The press conference also featured victims of Jeffrey Epstein, who spoke passionately about the abuse they endured, and urged Congress to pass the measure, compelling the Justice Department to act. Well, as your listeners probably know, this is the day that the discharge petition will be on the floor for a vote, which means every member of Congress in the House gets to vote on compelling the Justice Department to release files for Jeffrey Epstein. Right now, as I was walking into the Capitol,"
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_051.wav," The later his paintings were seized by the Nazis. Many were lost in a fire. But the portraits survived because it was separated from the rest of the works because the subject of the painting was Jewish. Meanwhile, back in the auction room, bidding had reached... 200 million dollars. WHISTLE BLOWS After some intense conversations with the telephone bidders, the hammer finally came down at... $205 million. Here it is. For the illicit later, a portrait only at Sotheby's here in the Breuer, the claims Julian is yours. Add in the premium to the as-yet-unnamed buyer and it's a total price of $236 million. The only painting to have gone for more at auction."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_052.wav," offered at auction that, for now, at least its sale has been halted after a court in Paris, suspended authorization for export late on Tuesday evening. That came after scientists and researchers had urgently appealed for any potential export of the machine to be blocked. They want the instrument to be classified as a national treasure. Sebastian Asher. If you thought kissing was a simple romantic work, humans came up with somewhere along the way. Think again. chimpanzees, gorillas and even polar bears have been known to share a kiss. Now scientists believe they've traced the origins of the practice, which they say likely evolve."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_053.wav," Do-be-acrobats studio, so brand new. Show me all the things PDFs can do. Do your work with ease and speed. PDF spaces is all you need. Do hours of research in an instant with key insights from an AI assistant. To get template with a click, now your presence looks super slick. Close that deal, yeah you want. Do that, doing that, did that done. Now you can do that, do that with acrobat. Now you can do that, do that with the all new acrobat. It's time to do your best work with the all new Adobe Acrobat Studio. Support for this show comes from strawberry.me. Be honest, are you happy with your job? Or are you stuck in one you've outgrown? Or no?"
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_054.wav," picture of what may have happened in Sudan this week. Troops from Sudan's paramilitary rapid support forces, the RSF, gained control of the besieged city of Al-Fasha. They killed the men, they killed them all and they left none behind. We don't know what to do. We're exhausted and we suffer greatly. The children are hungry. The people of Al-Fasha had been living in a state of suspended terror for 18 months because the RSF when it overrun previous cities, notably a city called El-Janein, close to the border with Chad, had committed the most horrendous massacres against the people there. What the people of Al-Fasha had been experienced."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_055.wav," With the summer at Trump's direction, Texas Republicans had redrawn their maps to create up to five new Republican-leaning seats. But two federal judges, including one appointed by Trump, found that the new maps were unconstitutional. Texas governor Greg Abbott said he plans to appeal their ruling to the Supreme Court. It A's episode was produced by Anna Foley, Mary Wilson and Michael Simon Johnson. It was edited by Rachel Cuesta and Rob Zipco. It contains music by Mary and Lizano, Pat McCusker."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_056.wav," door. No last-minute grocery runs. No, what do we even have fridge staring? And the best part? You're in total control. Skip a week, pause anytime, pick what works for you. It's dinner on your terms. The kids can even help you cook. Yeah, it's gonna be messy. But somehow, they tend to eat the vegetables they made themselves. Try HelloFresh today and get 50% off the first box with free shipping. Go to HelloFresh.ca and use promo code Yum50. That's HelloFresh.ca promo code Yum50. HelloFresh.ca. HelloFresh. Canada's number one meal kit delivery service. Only in a home is full of surprises. Some wonderful, some..."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_057.wav," Oh, totally. I mean, if you're a president who wants to do anything for affordability, coming up with a thing that will change someone's monthly bill is really appealing because it would lower payments and it would lower them in an obvious way that people could see in their budget. And so what is the response to this idea once Trump posts it? That image of himself and FDR and the concept of 50-year mortgage. People just annihilate this idea. I mean, they say this could make..."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_058.wav," which you would not be doing if you were just renting. So you're borrowing all this money to kind of create stability. You create people who are rooted in neighborhoods. You create an asset that people can own and pass to their children. You create a form of retirement savings. So why would we ever mess with the 30-year fixed rate mortgage if from what you're saying, it kind of works and works pretty well? Yeah. Homes have become much more expensive. There are a lot of complicated reasons for why they become more expensive. But the way that people see it is that mortgage payment. There's an adage in the real estate industry that says, you don't actually buy a house, you buy a..."
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_059.wav," the downside though is what if these companies are wrong? What if there is no moon landing? What if there's no moon landing or what if only one company lands on the moon or what if only two land there and the rest are left hanging? This is a situation where even if somebody wins, a lot of people are going to lose. Sam Altman, the chief executive of OpenAI, set as much during a dinner I attended here in San Francisco this summer. He said rhetorically, are we in a phase where investors as a whole are overexcited about AI in my-"
train,news,/content/drive/My Drive/CS441/FP2/data/snippets/train/news/news_060.wav," haven't bought yet, like me, feel like they may never be able to. So all of that pressure is really pushing people to think differently about housing. Okay, Rachel, we are both renters and probably will be for the foreseeable future. I actually just moved into a new place and one of the big reasons I chose it is that the rent is considerably cheaper than where I was. How are other people in our shoes picking where to live? So I think the primary thing people are looking for is affordability. They're looking for just a house that fits their budget and that is definitely steering people in various directions. But some people are also..."
